State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
MI,128.0,415.0,No,No,0.0,179.4,94.0,30.5,270.4,92.0,22.98,191.0,88.0,8.59,7.9,4.0,2.13,0.0,False
OH,134.0,415.0,No,No,0.0,7.8,,1.33,171.4,100.0,14.57,186.5,80.0,8.39,12.9,2.0,3.48,2.0,
IN,96.0,415.0,No,Yes,23.0,183.1,88.0,31.13,147.4,89.0,12.53,350.2,108.0,15.76,11.3,7.0,3.05,1.0,False
SC,107.0,415.0,No,No,,206.9,79.0,35.17,262.4,117.0,22.3,149.3,69.0,6.72,10.7,3.0,2.89,0.0,False
KS,123.0,415.0,No,No,0.0,140.0,106.0,23.8,153.7,101.0,13.06,50.1,87.0,2.25,12.5,1.0,3.38,2.0,False
OK,35.0,415.0,No,No,32.0,179.2,59.0,30.46,283.3,101.0,24.08,,83.0,12.84,5.8,7.0,1.57,2.0,False
IL,137.0,408.0,Yes,No,0.0,237.3,103.0,40.34,176.7,84.0,15.02,263.4,81.0,11.85,14.2,4.0,3.83,0.0,False
TN,88.0,415.0,No,No,0.0,181.5,116.0,41.17,187.0,119.0,15.9,220.3,96.0,9.91,10.5,7.0,2.84,1.0,False
NC,116.0,408.0,No,Yes,19.0,155.7,104.0,26.47,185.4,118.0,,192.7,116.0,8.67,8.2,2.0,2.21,3.0,
RI,123.0,510.0,No,Yes,23.0,245.0,88.0,41.65,265.0,105.0,22.53,239.7,108.0,10.79,14.9,3.0,4.02,2.0,False
VA,146.0,415.0,Yes,No,0.0,111.1,126.0,18.89,313.4,95.0,,215.7,82.0,9.71,10.5,6.0,2.84,1.0,False
KY,106.0,510.0,No,Yes,9.0,88.5,100.0,15.05,324.8,109.0,27.61,79.9,86.0,3.6,8.2,4.0,2.21,3.0,False
NV,121.0,408.0,No,Yes,44.0,116.0,85.0,19.72,150.1,120.0,12.76,246.8,98.0,11.11,12.0,2.0,3.24,1.0,False
WI,137.0,510.0,No,No,0.0,155.5,81.0,26.44,133.1,94.0,,253.1,77.0,11.39,9.1,2.0,2.46,1.0,False
NE,67.0,510.0,No,Yes,31.0,175.2,68.0,29.78,199.2,73.0,16.93,,99.0,9.89,13.2,6.0,3.56,1.0,False
WI,161.0,408.0,No,No,0.0,154.7,84.0,26.3,177.8,125.0,15.11,172.9,90.0,7.78,5.9,2.0,1.59,4.0,True
ME,62.0,415.0,Yes,Yes,32.0,218.4,93.0,37.13,236.7,132.0,20.12,192.2,99.0,8.65,,3.0,3.56,0.0,True
WY,120.0,415.0,No,Yes,24.0,227.5,81.0,38.68,234.9,71.0,19.97,166.4,128.0,7.49,9.0,13.0,,1.0,False
IN,130.0,408.0,No,Yes,30.0,185.0,117.0,31.45,249.5,141.0,21.21,157.8,103.0,,,7.0,2.0,0.0,False
WI,20.0,408.0,No,No,0.0,186.8,89.0,31.76,253.4,,21.54,273.1,105.0,,12.3,,3.32,2.0,False
CA,112.0,415.0,No,No,0.0,208.7,150.0,35.48,212.8,104.0,18.09,178.1,98.0,8.01,8.5,4.0,2.3,,False
IN,77.0,408.0,No,No,0.0,185.9,95.0,31.6,212.0,98.0,18.02,282.3,81.0,12.7,11.3,4.0,3.05,3.0,False
SC,109.0,415.0,No,No,28.0,222.5,74.0,37.83,169.7,75.0,14.42,264.3,94.0,11.89,9.0,3.0,2.43,2.0,False
IN,108.0,415.0,No,No,0.0,201.1,101.0,34.19,170.7,86.0,14.51,,113.0,10.68,11.6,3.0,3.13,3.0,False
IA,79.0,415.0,No,Yes,0.0,167.9,114.0,28.54,243.7,93.0,20.71,211.9,114.0,9.54,,2.0,2.46,1.0,False
MN,38.0,510.0,No,No,0.0,175.7,109.0,29.87,211.8,97.0,18.0,137.9,109.0,6.21,9.2,3.0,2.48,5.0,True
AR,109.0,415.0,No,Yes,29.0,111.2,90.0,18.9,263.5,,,224.7,128.0,10.11,9.0,6.0,2.43,6.0,True
MS,78.0,415.0,No,No,0.0,87.7,74.0,14.91,262.0,58.0,18.26,201.3,147.0,9.06,10.8,6.0,2.92,1.0,False
MN,143.0,415.0,No,No,0.0,244.1,99.0,41.5,246.9,111.0,20.99,200.0,133.0,9.0,7.2,2.0,1.94,0.0,False
WA,47.0,415.0,No,Yes,27.0,165.0,89.0,28.05,127.3,118.0,10.82,284.4,95.0,12.8,7.7,4.0,2.08,2.0,False
MS,59.0,408.0,No,Yes,27.0,117.6,110.0,21.66,103.3,99.0,12.64,164.2,73.0,7.39,9.1,3.0,2.46,0.0,False
ID,151.0,415.0,No,No,0.0,194.8,106.0,33.12,292.7,103.0,24.88,224.6,82.0,10.11,5.5,3.0,1.49,0.0,False
NC,129.0,,No,No,0.0,54.7,131.0,9.3,256.1,105.0,21.77,176.6,135.0,7.95,11.1,4.0,3.0,,False
VA,107.0,510.0,No,Yes,27.0,283.4,110.0,48.18,224.1,89.0,19.05,,63.0,6.6,14.4,7.0,3.89,2.0,False
MT,137.0,408.0,Yes,No,0.0,258.0,112.0,43.86,246.5,117.0,20.95,173.2,100.0,7.79,10.9,3.0,2.94,0.0,
MI,76.0,510.0,No,No,0.0,90.5,142.0,15.39,211.7,75.0,17.99,194.9,,8.77,,2.0,2.51,,False
HI,24.0,415.0,No,No,0.0,235.6,132.0,40.05,115.9,129.0,9.85,185.4,136.0,8.34,16.2,2.0,4.37,0.0,
NC,169.0,408.0,No,No,0.0,142.5,82.0,24.23,231.4,110.0,14.89,131.2,67.0,5.9,10.0,4.0,2.7,2.0,False
MN,30.0,408.0,No,No,0.0,54.0,68.0,9.18,179.3,96.0,15.24,247.2,101.0,11.12,10.2,8.0,2.75,1.0,False
WV,70.0,415.0,No,No,0.0,214.8,87.0,36.52,131.0,114.0,11.14,216.9,104.0,9.76,9.4,3.0,2.54,3.0,False
SD,52.0,510.0,Yes,No,0.0,146.1,118.0,42.74,196.6,80.0,,192.0,53.0,,11.0,2.0,2.97,0.0,True
HI,3.0,408.0,No,No,0.0,139.0,99.0,23.63,250.7,108.0,21.31,286.2,87.0,12.88,6.1,3.0,1.65,4.0,False
MS,38.0,415.0,No,No,0.0,117.3,114.0,19.94,208.7,105.0,17.74,203.4,98.0,9.15,14.4,2.0,3.89,2.0,False
NY,104.0,415.0,No,No,0.0,264.0,108.0,44.88,213.7,75.0,19.22,177.7,91.0,8.0,10.6,8.0,2.86,3.0,
LA,27.0,408.0,No,No,0.0,82.6,105.0,14.04,204.0,99.0,17.34,224.2,122.0,10.09,9.1,4.0,2.46,1.0,False
MA,13.0,408.0,No,No,0.0,220.4,100.0,37.47,211.2,79.0,17.95,259.3,112.0,11.67,13.6,8.0,3.67,2.0,False
AK,52.0,408.0,No,No,0.0,217.0,104.0,36.89,152.3,83.0,12.95,134.3,109.0,6.04,11.8,4.0,3.19,2.0,False
SD,114.0,415.0,No,Yes,25.0,129.0,77.0,21.93,290.0,110.0,24.65,177.1,110.0,7.97,11.6,5.0,3.13,1.0,False
CO,156.0,408.0,No,No,0.0,150.5,106.0,25.59,152.9,112.0,13.0,215.9,86.0,9.72,3.5,3.0,0.95,1.0,False
WV,62.0,415.0,No,No,0.0,189.5,122.0,32.22,103.8,95.0,8.82,180.6,106.0,8.13,10.8,5.0,2.92,2.0,False
ME,52.0,510.0,No,No,0.0,129.3,80.0,21.98,142.7,101.0,12.13,258.3,89.0,11.62,12.3,4.0,3.32,3.0,False
NH,146.0,510.0,No,No,0.0,115.6,77.0,19.65,213.6,100.0,18.16,218.4,72.0,9.83,10.7,6.0,2.89,1.0,False
RI,120.0,415.0,No,Yes,23.0,221.9,93.0,37.72,254.7,84.0,21.65,250.5,117.0,11.27,7.2,5.0,1.94,2.0,False
WI,90.0,408.0,No,No,0.0,61.3,114.0,10.42,194.4,94.0,16.52,143.1,80.0,6.44,11.4,9.0,3.08,1.0,False
NM,147.0,408.0,Yes,No,0.0,183.8,113.0,31.25,164.7,110.0,14.0,111.0,87.0,5.0,10.1,4.0,2.73,1.0,False
WY,159.0,415.0,No,No,0.0,167.4,68.0,28.46,143.8,74.0,,140.1,111.0,6.3,10.3,3.0,2.78,0.0,True
IL,74.0,510.0,No,Yes,27.0,154.1,,26.2,195.3,,16.6,276.7,86.0,12.45,13.2,2.0,3.56,4.0,False
MI,87.0,415.0,No,No,0.0,198.3,80.0,33.71,187.0,89.0,15.9,133.5,96.0,6.01,16.6,4.0,4.48,2.0,False
VA,99.0,510.0,No,No,0.0,69.1,78.0,21.81,215.3,120.0,18.3,143.7,140.0,6.47,14.3,9.0,3.86,2.0,False
SD,82.0,510.0,No,No,0.0,187.9,110.0,31.94,200.5,101.0,17.04,202.6,125.0,9.12,10.2,11.0,2.75,2.0,False
AL,89.0,510.0,No,No,0.0,129.2,71.0,21.96,214.1,68.0,,214.9,,9.67,10.3,4.0,2.78,5.0,True
MS,123.0,415.0,Yes,No,0.0,,106.0,21.34,128.9,96.0,15.44,218.3,129.0,11.34,9.0,6.0,1.7,4.0,True
MS,121.0,510.0,No,Yes,26.0,257.2,108.0,43.72,224.3,122.0,19.07,204.0,118.0,9.18,12.6,4.0,3.4,1.0,
HI,99.0,415.0,No,No,0.0,124.6,90.0,21.18,146.4,70.0,12.44,169.4,95.0,9.27,10.5,6.0,2.84,1.0,False
WV,100.0,408.0,No,No,0.0,175.1,144.0,29.77,216.9,69.0,18.44,243.7,146.0,10.97,9.9,3.0,2.67,1.0,False
WV,87.0,415.0,No,No,0.0,124.3,91.0,21.13,173.4,105.0,14.74,256.3,109.0,11.53,7.5,5.0,2.03,3.0,False
WV,139.0,415.0,No,No,0.0,271.6,130.0,46.17,156.0,131.0,13.26,136.3,108.0,6.13,11.6,9.0,3.13,2.0,False
IN,189.0,510.0,No,No,0.0,219.9,80.0,37.38,143.3,117.0,12.18,130.6,78.0,5.88,11.7,7.0,3.16,1.0,False
NM,96.0,415.0,No,Yes,33.0,183.3,115.0,31.16,201.4,,17.12,,84.0,7.98,10.4,15.0,2.81,3.0,False
DE,112.0,408.0,No,No,0.0,101.1,119.0,17.19,214.4,,18.22,179.5,,8.08,10.3,5.0,2.78,2.0,False
NJ,108.0,415.0,No,Yes,41.0,171.6,110.0,29.17,136.1,78.0,11.57,183.4,103.0,9.51,10.8,7.0,2.54,0.0,False
RI,121.0,510.0,No,Yes,20.0,211.9,110.0,36.02,215.1,120.0,18.28,238.5,107.0,10.73,9.4,2.0,2.54,0.0,False
SD,116.0,415.0,No,No,0.0,63.7,101.0,10.83,195.8,95.0,,210.1,,9.45,10.0,6.0,2.7,1.0,False
NH,161.0,415.0,No,No,0.0,148.7,100.0,29.48,213.7,74.0,18.16,141.5,69.0,6.37,11.5,4.0,3.11,1.0,False
AL,19.0,415.0,Yes,No,0.0,237.7,98.0,40.41,207.1,121.0,17.6,182.2,95.0,8.2,,4.0,,0.0,False
ID,119.0,415.0,Yes,Yes,32.0,173.0,101.0,25.4,209.4,93.0,17.8,231.1,91.0,10.4,12.2,4.0,,0.0,False
MD,,,No,No,0.0,224.9,102.0,38.23,143.8,87.0,12.22,198.9,105.0,,8.0,2.0,2.16,,False
IN,156.0,510.0,No,No,0.0,137.2,122.0,40.41,181.5,91.0,15.43,185.7,151.0,8.36,7.7,4.0,2.08,1.0,False
WY,109.0,415.0,No,No,0.0,137.0,128.0,23.29,217.0,116.0,18.45,182.1,86.0,8.19,10.0,5.0,2.7,2.0,False
NH,95.0,510.0,No,No,0.0,142.5,109.0,24.23,176.1,82.0,14.97,189.6,88.0,8.53,8.2,3.0,2.21,2.0,False
MN,,408.0,No,No,0.0,142.4,126.0,24.21,126.2,118.0,,274.2,71.0,12.34,4.6,4.0,1.24,0.0,False
MA,105.0,415.0,No,Yes,21.0,147.0,129.0,24.99,197.3,43.0,16.77,267.4,93.0,12.03,8.7,3.0,2.35,2.0,False
NH,101.0,510.0,No,No,0.0,220.3,124.0,37.45,188.6,101.0,16.03,278.4,98.0,,10.6,4.0,2.86,1.0,False
MN,95.0,415.0,No,No,0.0,149.2,96.0,25.36,260.7,,22.16,201.0,120.0,9.05,8.1,2.0,2.19,1.0,False
IA,123.0,415.0,No,No,0.0,204.4,,34.75,137.5,,11.69,226.0,100.0,10.17,,4.0,2.7,0.0,False
AL,141.0,510.0,No,Yes,21.0,308.0,123.0,52.36,247.8,128.0,21.06,152.9,103.0,6.88,7.4,3.0,2.0,1.0,False
CA,75.0,415.0,No,Yes,19.0,210.3,105.0,35.75,241.8,87.0,20.55,215.7,102.0,9.71,13.1,3.0,3.54,4.0,False
MA,126.0,408.0,No,Yes,24.0,58.9,125.0,10.01,305.5,90.0,25.97,158.9,73.0,7.15,12.1,6.0,3.27,0.0,False
FL,153.0,415.0,No,No,0.0,174.4,102.0,38.91,160.7,136.0,13.66,203.1,109.0,9.14,,2.0,3.38,0.0,False
NH,97.0,408.0,No,Yes,32.0,90.0,87.0,15.3,276.3,113.0,23.49,185.2,107.0,8.33,8.6,6.0,2.32,2.0,True
IN,115.0,408.0,No,No,0.0,146.7,128.0,24.94,106.2,74.0,9.03,197.7,104.0,8.9,11.1,4.0,3.0,2.0,
MA,17.0,415.0,Yes,No,0.0,162.8,118.0,27.68,229.6,91.0,19.52,332.7,94.0,14.97,13.6,3.0,3.67,0.0,True
NH,105.0,415.0,No,Yes,20.0,186.9,114.0,31.77,256.3,91.0,,334.7,104.0,15.06,8.9,2.0,,1.0,False
TX,121.0,415.0,No,No,0.0,86.1,73.0,14.64,259.8,113.0,22.08,148.0,79.0,6.66,9.1,9.0,2.46,2.0,False
NC,125.0,408.0,No,No,0.0,212.3,89.0,36.09,215.4,127.0,18.31,186.8,73.0,8.41,11.3,2.0,3.05,2.0,False
CT,124.0,415.0,No,No,0.0,151.0,98.0,25.67,120.6,119.0,10.25,152.8,81.0,6.88,,2.0,,2.0,False
LA,123.0,510.0,No,Yes,32.0,212.3,77.0,36.09,251.5,78.0,21.38,208.7,85.0,9.39,6.6,2.0,1.78,3.0,False
NV,124.0,415.0,No,No,0.0,234.4,61.0,39.85,179.3,111.0,15.24,,117.0,12.85,10.4,6.0,2.81,3.0,False
WV,133.0,510.0,No,No,0.0,176.8,92.0,30.06,187.5,74.0,15.94,196.8,88.0,8.86,6.5,3.0,1.76,0.0,False
SC,1.0,415.0,No,Yes,26.0,146.6,68.0,24.92,172.8,67.0,14.69,173.8,113.0,7.82,10.0,2.0,2.7,1.0,False
KS,107.0,415.0,No,No,0.0,260.5,108.0,44.29,102.4,110.0,8.7,129.7,148.0,5.84,9.8,5.0,2.65,1.0,False
NY,91.0,415.0,No,Yes,20.0,146.1,98.0,24.84,277.4,104.0,23.58,137.7,100.0,6.2,6.2,3.0,1.67,1.0,False
MI,178.0,408.0,Yes,No,0.0,124.5,134.0,21.17,141.2,78.0,16.18,268.2,113.0,,11.4,2.0,3.08,2.0,True
MA,123.0,415.0,No,No,0.0,209.4,49.0,35.6,237.4,117.0,20.18,239.2,98.0,9.23,,11.0,2.65,1.0,False
UT,170.0,415.0,No,No,0.0,285.7,44.0,48.57,167.5,,14.24,260.0,97.0,11.7,8.7,4.0,2.35,1.0,True
HI,135.0,415.0,No,No,0.0,190.9,44.0,32.45,161.4,109.0,18.1,231.9,100.0,10.44,8.4,2.0,2.27,,False
OR,134.0,415.0,No,Yes,50.0,208.8,130.0,35.5,132.9,104.0,11.3,136.7,107.0,6.15,11.1,4.0,3.0,2.0,False
CT,93.0,415.0,No,No,0.0,271.1,101.0,46.09,237.4,,20.18,145.4,103.0,6.54,8.4,6.0,2.27,1.0,True
AZ,138.0,415.0,No,No,0.0,170.7,104.0,40.94,144.5,92.0,,125.7,98.0,5.66,11.6,1.0,3.13,0.0,False
OR,159.0,510.0,No,No,0.0,114.8,98.0,19.52,192.6,101.0,16.37,259.0,108.0,11.66,12.2,5.0,3.29,0.0,False
DE,103.0,415.0,No,Yes,34.0,138.8,80.0,23.6,142.0,108.0,12.07,,77.0,8.27,11.8,7.0,3.19,1.0,False
MA,150.0,408.0,No,Yes,27.0,209.8,112.0,35.67,155.0,80.0,16.62,251.5,111.0,11.32,7.2,6.0,1.94,0.0,False
CT,37.0,408.0,No,No,0.0,134.9,98.0,22.93,248.4,130.0,21.11,236.2,113.0,10.63,14.7,2.0,3.97,3.0,False
AR,33.0,415.0,Yes,No,0.0,164.0,99.0,27.88,153.1,102.0,13.01,186.5,104.0,5.57,6.4,4.0,1.73,0.0,False
SD,55.0,415.0,No,No,0.0,245.5,130.0,41.74,192.7,54.0,16.38,141.7,83.0,6.38,9.1,4.0,2.46,,False
CT,107.0,408.0,No,No,0.0,90.7,90.0,15.42,207.5,109.0,17.64,169.4,96.0,7.62,5.6,5.0,1.51,2.0,False
MS,78.0,408.0,No,No,0.0,108.6,108.0,18.46,209.9,126.0,17.84,222.6,117.0,10.02,7.9,5.0,2.13,1.0,True
MT,85.0,408.0,No,Yes,17.0,221.7,88.0,15.27,233.2,75.0,19.82,312.5,116.0,7.46,9.3,7.0,2.51,4.0,True
AK,61.0,415.0,No,Yes,15.0,198.6,106.0,42.91,187.8,69.0,15.96,259.6,137.0,11.68,10.0,3.0,,2.0,False
DE,97.0,415.0,No,Yes,32.0,183.4,94.0,31.18,269.1,120.0,22.87,203.5,38.0,9.16,6.7,4.0,1.81,5.0,False
OH,136.0,408.0,Yes,No,,183.4,103.0,31.18,141.9,113.0,12.06,200.4,122.0,9.02,10.4,9.0,2.81,2.0,False
MN,135.0,408.0,No,No,0.0,155.2,100.0,,135.9,84.0,11.55,184.6,82.0,8.31,3.8,9.0,1.03,3.0,False
CA,87.0,415.0,No,Yes,19.0,165.8,122.0,28.19,186.9,89.0,15.89,249.7,78.0,6.69,0.0,0.0,0.0,1.0,False
NV,148.0,415.0,No,No,0.0,279.3,104.0,47.48,201.6,87.0,17.14,280.8,117.0,12.64,7.9,2.0,2.13,2.0,True
SC,99.0,,No,No,0.0,174.1,102.0,29.6,,118.0,8.42,211.6,126.0,9.52,7.7,2.0,2.08,2.0,False
WV,123.0,415.0,No,No,0.0,175.7,78.0,29.87,184.6,,15.69,,92.0,7.06,9.1,2.0,2.46,2.0,False
NM,127.0,415.0,Yes,No,0.0,256.5,115.0,43.61,222.1,,18.88,156.7,,7.05,,3.0,3.51,1.0,False
WY,151.0,415.0,No,No,0.0,169.2,89.0,28.93,187.5,83.0,15.94,119.5,100.0,5.38,4.3,3.0,,0.0,False
CA,185.0,408.0,No,No,0.0,139.6,92.0,23.73,250.2,115.0,21.27,,68.0,7.11,,4.0,2.92,1.0,False
WY,58.0,510.0,No,No,0.0,210.1,126.0,35.72,248.9,108.0,21.16,158.6,88.0,7.14,14.4,2.0,3.89,4.0,False
MA,58.0,408.0,No,No,0.0,174.4,112.0,29.65,265.8,122.0,22.59,182.4,87.0,8.21,0.0,0.0,,4.0,False
UT,108.0,415.0,No,No,0.0,210.6,117.0,35.8,164.2,103.0,13.96,201.4,68.0,9.06,9.4,5.0,,0.0,False
MN,,510.0,No,No,0.0,121.5,,20.66,253.0,124.0,,195.7,120.0,8.81,10.7,4.0,2.89,1.0,False
NE,80.0,415.0,No,No,0.0,127.8,67.0,21.73,181.6,112.0,15.44,197.3,63.0,8.88,15.9,2.0,4.29,2.0,False
KY,110.0,510.0,No,No,0.0,99.4,62.0,16.9,275.0,86.0,23.38,212.1,94.0,9.54,16.7,3.0,4.51,2.0,False
NY,168.0,408.0,No,No,0.0,163.4,134.0,27.78,240.1,87.0,20.41,164.0,,7.38,11.6,2.0,3.13,2.0,True
CO,125.0,408.0,No,Yes,23.0,120.5,104.0,20.49,227.8,115.0,19.36,158.5,100.0,7.13,10.2,3.0,2.75,1.0,False
DC,170.0,510.0,No,No,0.0,184.1,106.0,31.3,204.9,,17.42,224.3,133.0,10.09,9.8,3.0,2.65,,False
AK,71.0,510.0,No,No,0.0,185.0,84.0,31.45,232.5,129.0,19.76,191.1,82.0,7.15,14.9,2.0,4.02,,False
SC,124.0,415.0,No,No,0.0,160.9,109.0,27.35,144.2,152.0,,120.4,97.0,5.42,12.9,12.0,3.48,1.0,
KS,,415.0,No,No,0.0,207.6,68.0,35.29,251.6,123.0,21.39,191.6,100.0,8.62,10.9,6.0,2.94,2.0,False
UT,97.0,415.0,No,No,,209.2,134.0,35.56,0.0,,0.0,175.4,94.0,7.89,11.8,6.0,3.19,1.0,False
IL,98.0,510.0,Yes,No,0.0,158.4,71.0,26.93,306.6,96.0,18.16,144.2,93.0,,2.1,4.0,0.57,1.0,False
DC,24.0,408.0,No,No,0.0,149.0,73.0,25.33,131.0,81.0,,238.6,69.0,10.74,8.6,3.0,2.32,2.0,True
DC,85.0,510.0,No,No,0.0,204.5,63.0,34.77,208.8,95.0,17.75,224.0,119.0,10.08,9.8,2.0,2.65,0.0,False
OK,44.0,408.0,No,No,0.0,288.8,86.0,49.1,175.9,,14.95,215.4,106.0,9.69,9.5,2.0,2.57,3.0,True
KY,96.0,415.0,No,Yes,40.0,108.6,90.0,18.46,206.4,,17.71,126.3,118.0,5.68,13.4,4.0,3.62,0.0,False
HI,,415.0,No,No,0.0,,111.0,26.55,90.0,101.0,7.65,205.1,116.0,9.23,7.3,3.0,1.97,,
SC,112.0,415.0,No,Yes,31.0,225.2,89.0,38.28,256.8,117.0,21.83,249.7,87.0,11.24,11.5,1.0,3.11,4.0,False
GA,117.0,415.0,Yes,No,0.0,287.4,118.0,48.86,259.6,84.0,22.07,153.2,86.0,,10.0,3.0,2.7,1.0,True
KS,137.0,415.0,No,Yes,19.0,175.3,96.0,29.8,241.3,146.0,20.51,211.4,109.0,8.21,7.8,2.0,2.11,0.0,False
UT,95.0,415.0,No,No,,157.9,103.0,26.84,259.6,67.0,22.07,230.0,117.0,10.35,14.0,2.0,3.78,0.0,False
ND,145.0,415.0,No,No,0.0,245.8,116.0,41.79,286.7,91.0,24.37,240.7,115.0,,9.0,13.0,2.43,1.0,True
KY,56.0,415.0,Yes,No,0.0,177.7,114.0,30.21,215.6,110.0,18.33,236.7,67.0,10.65,10.5,5.0,2.84,1.0,False
OH,133.0,408.0,No,No,0.0,117.8,100.0,20.03,,105.0,16.93,244.1,119.0,10.98,11.8,4.0,,0.0,True
TX,53.0,415.0,No,No,0.0,119.7,113.0,20.35,189.7,84.0,16.12,,108.0,11.53,12.9,7.0,3.48,2.0,False
WY,123.0,415.0,No,No,0.0,242.2,87.0,41.17,226.1,101.0,19.22,268.6,121.0,12.09,8.2,3.0,2.21,5.0,True
WV,62.0,408.0,No,No,0.0,128.7,111.0,21.88,169.5,104.0,14.41,193.6,97.0,8.71,,5.0,2.78,1.0,True
MI,55.0,415.0,No,Yes,20.0,207.7,91.0,35.31,199.7,113.0,16.97,,110.0,9.74,7.3,1.0,1.97,1.0,False
NY,,415.0,No,No,0.0,233.3,65.0,39.66,209.8,93.0,19.06,210.6,109.0,9.48,9.1,4.0,2.46,1.0,False
TX,1.0,415.0,No,No,0.0,182.1,,30.96,134.9,106.0,11.47,152.3,75.0,9.09,10.0,3.0,2.7,5.0,
KY,98.0,415.0,No,Yes,36.0,168.0,81.0,28.56,163.2,125.0,13.87,172.7,120.0,7.77,8.0,2.0,2.16,,True
SD,105.0,415.0,No,No,0.0,251.6,88.0,42.77,175.1,103.0,14.88,184.4,112.0,8.3,5.4,5.0,1.46,1.0,False
OR,99.0,408.0,No,No,0.0,256.4,44.0,43.59,214.5,74.0,18.23,233.7,75.0,10.52,7.9,1.0,2.13,3.0,True
WV,,408.0,No,No,0.0,227.8,81.0,38.73,161.8,97.0,,217.0,106.0,9.76,8.0,5.0,2.16,1.0,False
CT,160.0,415.0,No,No,0.0,234.9,136.0,39.93,270.8,116.0,23.02,219.3,101.0,9.87,13.9,2.0,3.75,1.0,True
ND,90.0,415.0,No,Yes,22.0,124.5,94.0,21.17,231.7,90.0,19.69,,108.0,10.0,6.4,12.0,1.73,,False
MI,148.0,,Yes,No,0.0,233.5,81.0,39.7,187.7,116.0,15.95,122.3,97.0,5.5,9.6,2.0,2.59,0.0,True
MT,147.0,415.0,No,Yes,35.0,197.3,134.0,33.54,141.1,99.0,11.99,212.1,,9.54,10.1,4.0,2.73,2.0,True
WV,80.0,415.0,No,No,0.0,151.5,89.0,25.76,131.7,78.0,11.19,235.3,131.0,10.59,,7.0,3.19,0.0,False
AR,122.0,415.0,Yes,No,0.0,146.3,117.0,24.87,218.7,93.0,18.59,236.0,97.0,10.62,11.5,5.0,3.11,1.0,False
MT,132.0,408.0,No,No,0.0,195.1,100.0,33.17,148.8,95.0,12.65,224.5,117.0,10.1,6.7,2.0,1.81,,False
UT,83.0,510.0,No,No,,208.9,123.0,35.51,214.8,92.0,18.26,247.9,108.0,11.16,13.0,5.0,3.51,1.0,False
HI,99.0,408.0,No,No,0.0,135.7,107.0,23.07,208.4,103.0,17.71,209.0,95.0,9.4,8.8,3.0,2.38,7.0,True
KS,84.0,415.0,No,No,0.0,225.9,86.0,38.4,275.6,105.0,23.43,201.4,108.0,9.06,14.3,3.0,3.86,3.0,True
NY,,415.0,No,No,0.0,122.2,67.0,20.77,167.2,62.0,14.21,194.8,98.0,7.65,,6.0,2.62,1.0,False
OH,87.0,510.0,No,No,32.0,153.3,106.0,26.06,224.5,117.0,19.08,273.4,152.0,12.3,,5.0,2.4,2.0,False
KS,73.0,408.0,No,No,0.0,194.8,112.0,33.12,167.2,85.0,14.21,100.3,61.0,4.51,10.8,6.0,2.92,1.0,True
IN,7.0,415.0,No,No,0.0,206.7,87.0,35.14,281.1,83.0,23.89,158.5,77.0,7.13,11.0,5.0,2.97,3.0,False
OR,89.0,415.0,No,Yes,12.0,188.0,105.0,31.96,151.3,114.0,12.86,201.9,94.0,9.09,10.5,3.0,2.84,2.0,False
NY,131.0,408.0,Yes,No,0.0,122.3,83.0,20.79,118.8,60.0,10.1,147.9,95.0,6.66,13.7,4.0,3.7,3.0,True
VA,105.0,415.0,No,No,0.0,259.3,96.0,44.08,175.2,97.0,14.89,222.4,36.0,10.01,12.0,5.0,,3.0,False
ID,47.0,415.0,No,Yes,28.0,172.9,129.0,29.39,137.6,94.0,11.7,203.8,109.0,9.17,8.3,6.0,2.24,1.0,False
OR,161.0,408.0,No,No,0.0,196.6,73.0,33.42,170.2,79.0,14.47,194.3,79.0,8.74,12.5,3.0,3.38,1.0,False
AZ,69.0,415.0,No,Yes,31.0,194.9,63.0,33.13,191.6,90.0,16.29,153.0,129.0,6.89,13.2,2.0,3.56,2.0,False
PA,150.0,408.0,No,Yes,30.0,262.8,114.0,44.68,215.8,130.0,18.34,154.8,88.0,6.97,7.8,2.0,2.11,0.0,False
CO,71.0,415.0,No,No,0.0,211.2,70.0,35.9,252.7,122.0,21.48,,104.0,10.16,12.3,,3.32,0.0,False
KY,76.0,415.0,No,No,0.0,204.0,69.0,34.68,225.1,110.0,17.53,240.3,85.0,10.81,9.6,5.0,2.59,1.0,False
NJ,87.0,510.0,No,No,0.0,223.2,109.0,37.94,127.5,86.0,10.84,289.3,83.0,13.02,14.5,4.0,3.92,3.0,False
IL,117.0,408.0,No,No,0.0,119.0,82.0,20.23,187.5,108.0,15.94,189.3,97.0,,11.5,3.0,,1.0,False
WA,177.0,415.0,No,No,0.0,266.1,91.0,45.24,190.4,133.0,19.14,224.7,58.0,10.11,8.9,8.0,,3.0,True
WV,95.0,415.0,No,No,0.0,134.4,104.0,22.85,152.4,95.0,12.95,236.5,80.0,10.64,9.4,3.0,2.54,1.0,False
OH,66.0,415.0,No,No,0.0,170.5,103.0,28.99,254.3,77.0,21.62,197.3,138.0,8.88,10.5,2.0,2.84,2.0,False
